"Company Name","Country","Industry","Employee Range","Revenue Range","Time spent","Pages viewed","Domain","Initial Page seen","Campaign","Channel"
"YY","India","Software and Technology","5,000 - 9,999","$500M - $1B","5s","","yy.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Avalara","India","Software and Technology","1,000 - 4,999","$500M - $1B","4s","","avalara.com","app.factors.ai","$none","Direct"
"UNHCR","Ukraine","Government","10,000+","$5B+","4s","","unhcr.org","www.factors.ai/blog/leadfeeder-vs-albacross","$none","Direct"
"Peninsular Research Operation","India","Business Services","50 - 99","$50M - $100M","4s","","theproindia.com","www.factors.ai","$none","Direct"
"AppZen","India","Software and Technology","100 - 249","$50M - $100M","4s","","appzen.com","www.factors.ai","$none","Direct"
"WideOpenWest","United States","Business Services","1,000 - 4,999","$1M - $5M","4s","","wowway.net","www.factors.ai","$none","Direct"
"Outplay","India","Healthcare and Medical","250 - 499","$none","4s","","outplay.live","www.factors.ai/competitors/dealfront","TD_Search_India_Deanon_Competition","Paid Search"
"SPT Labtech","United Kingdom","Biotech","100 - 249","$50M - $100M","4s","","sptlabtech.com","www.factors.ai/blog/lead-forensics-competitors","$none","Organic Search"
"PTC, Inc.","India","Software and Technology","5,000 - 9,999","$1B - $2.5B","4s","","ptc.com","www.factors.ai","$none","Direct"
"Radixweb","India","Software and Technology","500 - 999","$50M - $100M","4s","","radixweb.com","www.factors.ai/blog/leadfeeder-alternatives","$none","Organic Search"
"Employastar","India","Software and Technology","100 - 249","$10M - $25M","4s","","employastar.com","www.factors.ai","$none","Direct"
"University Of Cincinnati","United States","Education","10,000+","$1B - $2.5B","4s","","uc.edu","www.factors.ai/pricing","$none","Direct"
"The Chopras","India","Education","250 - 499","$250M - $500M","4s","","tcglobal.com","www.factors.ai/blog/what-is-heap-analytics-heap-io-overview","$none","Organic Search"
"ElyphSoft","Indonesia","Software and Technology","20 - 49","$1M - $5M","4s","","elyphsoft.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"KLECET","India","Education","100 - 249","$5M - $10M","4s","","klecet.edu.in","www.factors.ai/blog/sales-territory","$none","Organic Search"
"Nautica Surven Technologies","India","Media and Entertainment","10 - 19","$1M - $5M","4s","","nauticasurven.com","www.factors.ai/blog/account-based-marketing-team-structure","$none","Organic Search"
"Zscaler","India","Software and Technology","5,000 - 9,999","$1B - $2.5B","4s","","zscaler.com","www.factors.ai/blog/hubspot-lead-scoring","$none","Organic Search"
"Rightwave","India","Business Services","50 - 99","$10M - $25M","4s","","rightwave.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"State Street Corporation","India","Financial Services","10,000+","$5B+","4s","","statestreet.com","www.factors.ai/blog/lead-scoring-software-tools-for-b2b-saas","$none","Organic Search"
"National Institute Of Technology Jamshedpur","India","Education","250 - 499","$10M - $25M","4s","","nitjsr.ac.in","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"4D Simulations","India","Manufacturing","10 - 19","$1M - $5M","4s","","4dsindia.com","www.factors.ai/blog/6sense-factors-ai-partnership-announcement","$none","Organic Search"
"Outlook.com","India","Software and Technology","10,000+","$10M - $25M","4s","","live.in","www.factors.ai/blog/customer-acquisition-cost","$none","Organic Search"
"UNIVERSITAS DJUANDA","Indonesia","Education","100 - 249","$1M - $5M","4s","","unida.ac.id","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Navyug Infosolutions Pvt","India","Software and Technology","100 - 249","$10M - $25M","4s","","navyuginfo.com","www.factors.ai","$none","Direct"
"TECOM Group","United Arab Emirates","Real Estate","250 - 499","$50M - $100M","4s","","tecomgroup.ae","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Morningstar, Inc.","India","Financial Services","5,000 - 9,999","$1B - $2.5B","4s","","morningstar.com","www.factors.ai","$none","Organic Search"
"Mac","India","Business Services","20 - 49","$10M - $25M","4s","","macttn.com","app.factors.ai/reports","$none","Direct"
"ABCloudZ","United States","Software and Technology","100 - 249","$1 - $1M","4s","","abcloudz.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"ET Medialabs","India","Business Services","20 - 49","$5M - $10M","4s","","etmedialabs.com","www.factors.ai","$none","Direct"
"Sest Senat","Brazil","Transportation and Logistics","1,000 - 4,999","$100M - $250M","4s","","sestsenat.org.br","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"BlessYou International LTD","Italy","Associations","10 - 19","$1M - $5M","4s","","blessyou.me","app.factors.ai/login","$none","Direct"
"RiseMark Brands","United States","Business Services","100 - 249","$1 - $1M","4s","","rightathome.net","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Baresquare","Greece","Software and Technology","20 - 49","$1M - $5M","4s","","baresquare.com","app.factors.ai/onboarding","$none","Direct"
"Sunson Energy","India","Energy and Utilities","10 - 19","$1M - $5M","4s","","sunsonenergy.com","www.factors.ai","$none","Direct"
"CareerBuddy","Nigeria","Business Services","20 - 49","$1 - $1M","4s","","thecareerbuddy.com","www.factors.ai/blog/amplitude-vs-google-analytics","$none","Organic Search"
"Neural Networks Pvt Ltd","India","Retail and Distribution","10 - 19","$1M - $5M","4s","","neuralebiz.com","www.factors.ai","$none","Organic Search"
"Carfax","Canada","Business Services","1,000 - 4,999","$100M - $250M","4s","","carfax.com","www.factors.ai/library/b2b-marketing-attribution","$none","Organic Search"
"Trane","United States","Manufacturing","10,000+","$5B+","4s","","trane.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Address Advisors","India","Real Estate","20 - 49","$1M - $5M","4s","","addressadvisors.com","www.factors.ai/blog/leadfeeder-vs-factors-ai","$none","Direct"
"UFRJ","Brazil","Education","10,000+","$500M - $1B","4s","","ufrj.br","www.factors.ai","$none","Direct"
"TotallyAwesome","Singapore","Business Services","20 - 49","$1M - $5M","4s","","totallyawesome.tv","www.factors.ai/blog/customer-acquisition-funnel","$none","Organic Search"
"Team 201","United States","Business Services","10 - 19","$1M - $5M","4s","","team201.io","www.factors.ai/competitors/leadfeeder","TD_Search_US_Deanon_Competition","Paid Search"
"Fresher","India","Software and Technology","20 - 49","$1M - $5M","4s","","freshersacramento.org","www.factors.ai","$none","Direct"
"UK Hire Group Limited","United Kingdom","Business Services","20 - 49","$none","4s","","ukhiregroup.com","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"ContextLogic, Inc. (Wish)","United States","Retail and Distribution","10,000+","$2.5B - $5B","4s","","wish.com","www.factors.ai/blog/heap-vs-mixpanel","$none","Direct"
"Watershed Organisation Trust","India","Government","100 - 249","$5M - $10M","4s","","wotr.org.in","www.factors.ai/competitors/leadfeeder","TD_Search_India_Deanon_Competition","Paid Search"
"Technical Hub","India","Software and Technology","20 - 49","$5M - $10M","4s","","technicalhub.io","www.factors.ai","$none","Direct"
"Hub & Oak Realty","India","Real Estate","10 - 19","$none","4s","","hubandoak.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Tact.ai","India","Software and Technology","100 - 249","$10M - $25M","4s","","tact.ai","www.factors.ai","$none","Organic Search"
"Ventera","United States","Business Services","100 - 249","$5M - $10M","4s","","ventera.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Echelon Edge","India","Business Services","100 - 249","$1M - $5M","4s","","echelonedge.com","www.factors.ai/blog/account-based-marketing-team-structure","$none","Organic Search"
"Paxel","India","Transportation and Logistics","500 - 999","$none","4s","","paxel.co","www.factors.ai","$none","Direct"
"Action Mediagroup","Russia","Telecommunications","1,000 - 4,999","$250M - $500M","4s","","action-media.ru","www.factors.ai","$none","Direct"
"Showpad","United Kingdom","Software and Technology","250 - 499","$50M - $100M","4s","","showpad.com","www.factors.ai","$none","Direct"
"SURA México","Mexico","Financial Services","1,000 - 4,999","$250M - $500M","4s","","suramexico.com","www.factors.ai","$none","Direct"
"Uzabase","Sri Lanka","Software and Technology","500 - 999","$250M - $500M","4s","","uzabase.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"WITTENSTEIN SE","Germany","Manufacturing","1,000 - 4,999","$250M - $500M","4s","","wittenstein.de","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"B.A.T.C.E","Trinidad and Tobago","Education","100 - 249","$5M - $10M","4s","","batce.edu.tt","www.factors.ai/blog/customer-success-and-quarterly-business-reviews","$none","Referral"
"Zoho","India","Software and Technology","10,000+","$250M - $500M","4s","","zohocorp.com","www.factors.ai/blog/predictive-analytics-in-marketing","$none","Organic Search"
"Dista","India","Software and Technology","50 - 99","$1M - $5M","4s","","dista.ai","www.factors.ai/blog/sales-territory","$none","Organic Search"
"Daikin Industries Ltd.","Japan","Manufacturing","10,000+","$5B+","4s","","daikin.co.jp","www.factors.ai","$none","Direct"
"Printify","Latvia","Business Services","250 - 499","$10M - $25M","4s","","printify.com","www.factors.ai/blog/lead-generation-vs-demand-generation","$none","Organic Search"
"Perfios Software Solutions Pvt","India","Software and Technology","50 - 99","$10M - $25M","4s","","perfios.com","www.factors.ai/solutions/sales","$none","Direct"
"LogicMonitor","India","Software and Technology","500 - 999","$100M - $250M","4s","","logicmonitor.com","app.factors.ai/login","$none","Direct"
"Saudi Telecom Company","Saudi Arabia","Telecommunications","10,000+","$5B+","4s","","stc.com.sa","www.factors.ai/blog/data-correlation-in-b2b-marketing-analytics","$none","Organic Search"
"ColorWhistle","India","Software and Technology","20 - 49","$10M - $25M","4s","","colorwhistle.com","www.factors.ai","$none","Direct"
"Walkwithpic","United States","Consumer Goods and Services","10 - 19","$1M - $5M","4s","","walkwithpic.com","www.factors.ai/blog/hubspot-lead-scoring","$none","Organic Search"
"Cacheflow","United States","Software and Technology","10 - 19","$1M - $5M","4s","","getcacheflow.com","app.factors.ai","$none","Direct"
"Information Dynamics","India","Software and Technology","250 - 499","$50M - $100M","4s","","infodynamic.net","www.factors.ai","$none","Organic Search"
"AATRAL CREATIONS LLP","India","Software and Technology","10 - 19","$1M - $5M","4s","","aatralcreations.com","www.factors.ai","$none","Organic Search"
"Axon","Vietnam","Manufacturing","1,000 - 4,999","$500M - $1B","4s","","axon.com","www.factors.ai/blog/intent-data-for-pipeline-part-1","TDD_RMK","Paid Social"
"Forge Industrial Staffing","United States","Business Services","1,000 - 4,999","$250M - $500M","4s","","forgestaff.com","www.factors.ai/blog/sales-territory","$none","Organic Search"
"Universitas Ciputra","Indonesia","Education","100 - 249","$25M - $50M","4s","","uc.ac.id","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"PcDestek","Turkey","Software and Technology","20 - 49","$1M - $5M","4s","","pcdestek.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"AT&T, Inc.","India","Telecommunications","10,000+","$5B+","4s","","att.com","www.factors.ai","$none","Direct"
"KUTUMBH CARE PVT LTD","India","Retail and Distribution","20 - 49","$5M - $10M","4s","","kutumbhcare.com","www.factors.ai/pricing","$none","Organic Search"
"Grant Thornton International","India","Financial Services","10,000+","$1B - $2.5B","4s","","grantthornton.com","www.factors.ai","$none","Direct"
"Casagrand","India","Real Estate","250 - 499","$50M - $100M","4s","","casagrand.co.in","www.factors.ai/blog/visitor-identification-software","$none","Organic Search"
"Payara Services","India","Software and Technology","20 - 49","$5M - $10M","4s","","payara.fish","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Avantra","United States","Software and Technology","50 - 99","$10M - $25M","4s","","avantra.com","www.factors.ai","$none","Direct"
"Directlink","United States","Business Services","20 - 49","$1 - $1M","4s","","directlink.ai","www.factors.ai","$none","Direct"
"Brand Balance","India","Business Services","20 - 49","$1M - $5M","4s","","thebrandbalance.com","www.factors.ai","$none","Direct"
"Indian School Of Business","India","Education","1,000 - 4,999","$250M - $500M","4s","","isb.edu","staging-app.factors.ai","$none","Direct"
"Commvault","United States","Software and Technology","1,000 - 4,999","$500M - $1B","4s","","commvault.com","www.factors.ai/blog/sales-territory","$none","Organic Search"
"IMS, Inc.","United States","Business Services","100 - 249","$10M - $25M","4s","","imsdirect.com","www.factors.ai","$none","Referral"
"US Foods Holding Corp","United States","Food and Beverage","10,000+","$5B+","4s","","usfoods.com","www.factors.ai/competitors/leadfeeder","TD_Search_US_Deanon_Competition","Paid Search"
"The Bank Of London","United Kingdom","Financial Services","100 - 249","$25M - $50M","4s","","thebankoflondon.com","www.factors.ai","$none","Organic Search"
"Asian Institute Of Management","Philippines","Education","250 - 499","$100M - $250M","4s","","aim.edu","www.factors.ai","$none","Direct"
"Vaibhav Global Limited","India","Manufacturing","1,000 - 4,999","$250M - $500M","4s","","vaibhavglobal.com","app.factors.ai/login","$none","Direct"
"Sundaram Business Services","India","Business Services","250 - 499","$1M - $5M","4s","","sundarambpo.com","www.factors.ai/competitors/leadfeeder","TD_Search_India_Deanon_Competition","Paid Search"
"BluElement Technologies","India","Software and Technology","20 - 49","$1 - $1M","4s","","bluelement.in","www.factors.ai/blog/sales-territory","$none","Direct"
"D&Y Retail & Services LLP","India","Retail and Distribution","20 - 49","$5M - $10M","4s","","babeezz.com","www.factors.ai","$none","Direct"
"Booking.com","Netherlands","Hospitality and Travel","10,000+","$5B+","4s","","booking.com","www.factors.ai/blog/heap-vs-mixpanel","$none","Organic Search"
"Narsun","Pakistan","Software and Technology","50 - 99","$5M - $10M","4s","","narsun.pk","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"CGI, Inc.","India","Business Services","10,000+","$5B+","4s","","cgi.com","www.factors.ai","$none","Direct"
"Washington Gas","United States","Energy and Utilities","1,000 - 4,999","$1B - $2.5B","4s","","washingtongas.com","www.factors.ai","$none","Direct"
